0,you bring out the best in me 
0,This day is pretty great 
0,
0,As a belated birthday present my barber presented me with a free haircut Who else can say their barber does that 
0,Going Out To Eat Tomorrow 
0,Cant wait to see Jordan on Thursday 
1,No your not even here
0,Those class competitions were hilarious such fun assemblies 
0,Good Evening everyone 
0,The bunches are the best part of honey bunches of oats  
1,House is empty and nothing to do  What a great Friday  
0,We are back 
1,My head hurts 
0,Nothing deserves to be sad for it 
1,So sad they cut down all the trees in front of the school  ugly
0,
0,Day has been made 
0,It worked folks Thanks 
0,love big cities at night dark sky and twinkly lights 
1,Might have to change my number
0,
1,Bored 
0,Well the moment has come to pack up and return to Florida
Caves Ill be with you pretty soon 
0,why you so innocent  
0,Wee girly night 
0,Boss taking us to lunch fuck yes 
1,just said goodbye to mummy  sad now
0,Friday 
1,it really does not work 
1,This headache is killing me 
0,Time for a coffee break in the middle of this masculine collection 
0,Homecoming game tonight 
0,Definitely cause to celebrate tonight 
0,Its my moms birthday
1,Missing my babies 
0,Exactly a month until my birthday 
0,please touch museum 
0,Finally here 
0,Always makes me smile 
0,Hopefully my mom has something planned for today or tomorrow 
0,Off for a night with a few of the gals 
0,home from school it was a pretty good friday now for an amazing weekend 
0,Corn maze 
0,Hi my name is Queen Drama Queen  
0,cause we like to party hey hey hey 
0,Its always better when we are together 
1,people are so mean to slurs 
0,Will trade to a player then add them all in a team 
0,Cant wait til Bastille come on stage 
1,
0,Got out early 
0,Pandora 
0,thats so cute 
0,Home sweet home  Off to work in a little bit
1, school 
0,Babysitting time 
0,Work out time 
0,Off  Thank God 
0,
1,hate being ill 
1,wish Brad was coming home for fall break 
0,The Voice 
0,MERRY CHRISTMAS EVERYONE 
0,
1,Nice one dave yet another shit scar 
0,Grammy Nominations For Adam Lambert 
0,Going to watch football tomorrow 
0,Today was such a good one
0,Well that went well 
0,Followed everyone back 
0,Team diner 
0,
0,
0,This is going to be an interesting night 
1,
1,
0,Its much easier to light a fire then to keep it burning 
1,MODE ADVANCED CONVERSATION ON 
0,TOUCHE 
0,Come on baby dance with me 
1,
0,Waiting on this phone call 
0,so glad that so many people wanted an order form today well be providing a box soon for you to put your order forms in 
1,Bye People Going To The Dentist  poop
0,But a lot of fun
0,Boa tarde 
0,Well hello there miss good looking air hostess This is going to make the flight enjoyable 
0,
1, 
0,That was a lovely shower 
1,Boa Tarde 
0,Engineering Fact Nothing makes an engineer more productive than the Last Minute engineering 
1,
0,Hello 
0,Having someone to cheer you up when your sick 
0,
0,Chilled Friday night 
1,
0,your face 
0,On my way home  busy night Helping my mom with all the wedding stuff
0,BOA TARDE 
1,Such a shit night
0,Alpine slides
1,my tummy hurts  
1,Wish it was summer and go to a pool party 
0,But its alright 
0,cannot wait for movie night tonight 
0,you look like a scrawny little rat anyway
0,Making banana shake 
1,ugh this essay sounds like shit 
1,
0,Boa tarde  
0,Finally out of class Time to pump the visit Austin 
0,Man its finally Friday  been a long tiring week
0,This weather is so romantic Either that or my hormones are kicking in to overdrive 
0,The perfect fit some disguises 
1,
0, thats cool too
1,Stuck in traffic 
0,Curling my hair for senior night 
0,Bed 
0,Hello from japan 
0,Just had such a laugh in the phone just now still giggling Thank you 
0,New Joy Joy in today 
0,
1,
0,Movie later 
1,you got the first part wrong about yourself
0,Surprisingly its so warm out today 
1,    
0,Attended my first bar mitzvah was very interesting 
0,Ready to dress up for halloween
0,
0,Bought all my girls flowers for sweetest day  Love you guys  
0, listening to all booty songs
1,hate it when you cant trust anyone
1,GUTTED  
0,My bitch bad looking like a bag of money 
0,Practice Makes Perfect  Basketball
0,Finally back  Great to see you again 
0,
0,
0,HAPPY DECEMBER  
0,Good night people  
0,Partying with me mother 
0,So excited for tomorrow night  happy happy happy
1,At the house by myself 
1,Moms gone til Sunday  
0,
1,
0,Boa tarde 
0,Staying positive 
0,Bought myself a nice new pair of shoes 
0,Message me 
0,Mom Just Got This House  
1,Typo 
0, 
1,Stressed need someone to talk to 
0,sleep would be nice right now 
0,Dank 
0,At Phone 
0,Finally a week off college 
0, 
0,eating strawberry cheesecakes 
0,
1,Feeling like shit rn 
0,Things are finally going back to the way they were  
happy finally love
1,
0,Now everything is much better now 
1,
1,
0,Yeah you proved it
0,Lets see what happens today 
0,Going out tonight
1,Ginger cat is at the vets 
0,GOOD NIGHT EVERYONE 
0,Good night in store 
1,Its so fucking hot in here 
0,Never never give up
0,Its funny how the closest people in your life are now strangers 
1,Why are there no episodes of glee 
0,
0,Pedicure 
1,triste triste triste 
0,AT SCHOOL JUST GOT OUT
0,At least theres good hockey on Erie vs London 
1,The lab was off its leash amp ran into our yard amp attacked Sugar Mom amp Dad heard her screaming from inside 
1,Mosquitos seem to find me super yummy Legs are covered in bites 
0,Hey guys  thanks for liking reading and commenting my things today 
Have a nice night and of course a great weekend 
1,back pain
0,SUPER EXCITED for the weekend cant wait 
0,Fuck 
0,Watching Jersey Shore 
0,Bout to go home then right quick  and come back 
0,Fuck with my best friends and Ill personally welcome you to hell 
1,
0,ice
ice cream time 
0,No one can stop me from being me 
0,Love being on Fall Break  
0,Fuck you  
0,Home At Last  Waiting For My Twin To Get Home 
1,Two dead pens in two days Tragedy 
0,Good day to relax and watch movies 
0,
1,Seeing my grandad cry about my nan passing away is the hardest thing ever to see 
1,Just cut my lip on a biscuit 
1,
1,just ordered a chinese it came smelt really good but only ate a little bowl full  felt really sick
0,Last night was pretty fun 
1,WORST MOOD 
1,And my headache is back  awesome
0,home sweet home 
0,Good afternoon 
0,Hey you guys  
0,Taco Bell 
0,Interview monday 
1,So sad 
1,Oh shit 
0,Finally out cant wait till tonight
1,work is going to SUCK tonight just let me sleep 
0,About to go for a walk with my mom at the park 
0,Almost home 
1,No 
1,Sigh 
1,great now my rabbit has died too 
1, so sad 
0,Good afternoon Yes indeed
1,
1,My heart hurts seeing my grandfather in pain
0,Canes for lunch 
0,Good night 
0,Somebody text me  
1,
0,shes cool 
1,Anorexia  Why
0,so there this guy 
1,Cant watch Vampire Diaries 
0,Chicken and strawberry salad for lunch  
1,Bored 
0,
0,staying up in the dark of morning till the sunrise comes out and say hello to you its saturday dude
0, do it right
0,
0,Yay my brothers coming home today  happy
1,Need hug  
0,Rolling up 
0,Boyfriends birthday gifts almost ready 
1,my stomach is so weak
0, Nice An Cool An Rainy 
0,
0,Good to be home
0,How many people does that happen to Not many Not many at all 
0,Being a lazy ass today 
0,
0,Watching Dark Shadows with the family 
1,Its not right to be this bored on a Friday night 
0,maybe in a few  ill be GONE 
0,Movie Night tonight 
0,mall 
1,
0,Pasta for me and pizza for my little brothers craving from last night 
1,trying to improve my grades
0,Getting my nails done
0,My quads are on fire Lovely
0,Going to buy some spirit wear for homecoming tomorrow 
0,Getting ready to dip to the mall with my bro 
0,ok this is great  
0,My first choir performance tonight 
1,Now my ac is leaking What an Aloha Friday for me 
0,But beauty is in the eyes of the beholder 
0,Love driving home singing at the top of my lungs
0,
0,Brackish boring is relaxing 
0,Got my Halloween outfit 
0,My daddy just called me 
0,finally off work now ready to start my Friday 
1,My throat hurts
0,Great things are coming
0,cant wait to start to building my studio now that we have the open room 
0,movie date 
0,Its the weekend 
0,Class got done early 
0,Tattoo and shore this weekend 
0,
1,Shitting myself about to go see paranormal activity 
0,Amazing 
0,  
0,Got My Powerhouse Tickets 
0,So many memories in such little time 
0,its getting closer amp closer amp more and more real now 
0,watching movie
0,Whoa  amazing day it is
0,Have had a lovely Friday amp looking  forward to a day out in London tomorrow 
0,Lemon champ  
0,Random thoughts 
1,best friends never keep secrets But the truth hurts 
0,In Chicago for the weekend 
0,
0,
0,Cant wait to celebrate happy hours 
1,Hate being ill
1,Act paranormal 
0,Peach  Gin  my two favorite things in one bottle 
0,oh and think of me is such a nice song to sing 
0,Bye 
0,Ernest Hemingway and Trusting Singles and Double Hoping the girls land the lucky lasts 
0,That shit suck as
1,
0,Happy 
0,That was a good ass workout 
1,
1,
0,amp
0,dyed my hair a bright red today 
0,Lets go to MY ISLAND PARADISE 
0,Really excited for the game  cant wait much longer  impatient
0,ENDowed Done 
0,Love having straightened hair 
0,En el cine 
0,Shes my everything 
0,Might rob a bank yeah sounds like a plan 
0,boa tarde 
0,Same shit different day 
0,everything good is happening to me  thankful blessed
0,A smile is the prettiest thing you can wear 
1,Kids making fun of the gay kid 
1,
1,To mal 
0,Is the rum diary any good Anyone 
0,dying my hair
0,Road trip 
1,Warhorse is so sad 
0,is looking for a red wedding dress 
1,youngest bro is mean 
1,Depressed now 
0,boa tarde 
1,Headache 
0,Going Somewhere tomorrow 
0,A beautiful trip with amazing people 
0,wishing for a better tomorrow 
1,
1,Awake  
0,Its a hype hype ting 
1,Love painting my nails but hate it when they go messy and take forever to dry 
0,
0,Just hit the star right under it 
0,letters from my sailor 
0,Baby you  you got my sunshine 
0,Friday Finally 
0,Watching Taken with my mum 
1,someone come see wiz this sunday with me 
0,party tonight 
0,Couple more months 
1, amp the second job well really be apart 
0,finally in Delaware  
0,Andrew is my boo boo 
1,No Mary 
0,
0,good night  
0,Morning 
0,Much needed bro time with my boys 
0,Had the best morning of my life 
0,Eating a payday 
1,Not wanting to do a paper round on a Saturday morning before football 
0,My Dad gave me his card got myself some Pizza amp gas for my car Happy
0,pulled 
0,Thinking ill cook and big dinner Sunday night 
0,amp then again when your head goes through the windshield 
0,Going out right now to have fun 
0,Everybody wants happiness nobody wants pain But theres Rain in Rainbow It means you cant have a Rainbow without a little Rain 
0,
0,
0,job interview  thank you jesus
0,That awkward moment when your friends hack your twitter and twit for you 
0,bbl 
0,Motivated 
0,Thank god for other girls who love hockey 
0,Finding that reason to smile everyday 
0,Hi everyone 
0,In the am 
0,
0,Hot dogs it is 
0,Aw actually love my job 
1,got all excited then 
0,not the same as being there but hopefully Ill get a bit of it 
0,Finally Out of school 
0,Need to buy make up  cost to much but need it 
0,its Friday 
1,
1,Got tonsillitis again 
0,Buenas 
1,
0,It is no longer a walk of shame its now a stride of pride 
0,GoodNight 
0,pep rally was good   dance team killed it 
1, 
0,Wow just got a text from SOS that made me smile from ear to ear
0,Great win to end the league season against st pats heres hoping for same result when the teams meet in few weeks in cup final 
1,They wont bloody answer 
0,Madre es madre 
1,Bellyache
0,Football game tonight with the best 
0,Ending your days good 
1,Horrible day
0,Did my first audition for Rogers with my new Agent 
0,About to get dressed then head to this game 
1,Que calor eh 
0,Hopefully  my baby comes today 
0,Again no need to bother  
1,
0,Coco pops and warm milk 
0,
1,Blah 
0,tonight should be FUN   
1,
0,All a Girl Wants Is Loyalty amp For That One Person To Take Care Of Their Heart 
0,About to die my hair
0,bingo
0,Nails done hair done and eyebrows done 
0,Best day ever 
0,Good morning 
0,So tired Goodnight 
1,just got round to watching the notebook and the beginning is already sad tissues at the ready 
0,Sleep time Goodnight everyone 
0,Link link link 
0,
0,Watching good old Doctor Who 
0,
1,
0,you hate when people talk about you but its okay when you do it ok ms hypocrite  
0,Patty getting angry 
0,You are my Live and my live is shit 
1,is gds IC still not subbed yet 
0,
0,You know who you are 
1,need to start again 
0,new twitter picture 
0,boa tarde 
0,Playing board games with my family
0,Car shopping tomorrow 
0,Cooking session with mommy 
0,Boa tarde 
0,She Left Me But My Heart Is Still taken By Her 
1,Trying to donate to stand up to cancer but its not working 
1,Still stuck in the boot This is a long day
0,At the park 
0,big ass bed to myself 
0,
0,
1,So tired  these girls have too much energy for me right now
0,Birthday weekend  
1,Really hungry 
0,Off from Work 
1,es real 
0,Getting my costume 
0,Bonsoir 
1,my charger has a short in it 
0,With my boy 
0,my moods so great right now  wonderful 
0,back from the trip  it was AWESOME
0,Today was fun 
0,my cousin getting married in an hr Excited for him 
0,JUST ARRIVE  tired
0,Check out our new video  any likes
0,Going to watch the big bang theory and then off to bed 
0, We good now   
0,
0,Had a wonderful day at school
0,Dew
0,Liberty 
0,Hey 
0,Yay my mommy is getting me a bottle for each day this weekend cause its my birthday weekend  loved
0,Just woke up 
1,Our cheer bus broke down again  at least we are stranded at a gas station this time
0,Hey Boobs nice girl
0,hopefully going to hallo scream 
1,My guitar broke     forever sad  
0,
0,No time for playing games 
0,Yummy dinner at the Sunrise with my mummy 
0,Now giggling to myself on the way to Joes 
1,My roommate gone for the weekend 
0,A fight after school today   
0,Thanks to all the people that followed me
0,Just stop for a minute and 
0,lay in tomorrow 
1,awful being poorly sick and dying on your own in the house need someone to nurse me 
0,Did the dishes cleaned my room painted my nails and watching stand up to cancer in the apartment 
0,
1,Feeling sick 
0,Came home to a cook meal 
0,Let me get rest now
1,
0,time to say my grace  pray
0,  sarcasm
1,headache 
0,Fuck fake bitches Get money
0,This seafood tho
1,In tears at stand up to cancer 
0,Sexy person at my house 
1,Really not in a good mood 
0,good luck to the comets tonight 
1,Its hard to tell someone you love them its even harder to deny loving them 
0,
0,Never going on holiday on my own 
0,Sweet apple cinnamon bread
0,Sweet Dreamers beautiful followers    xx On
0,BeAt up lee to say 
1,Ill get ill 
0,Hispanic Heritage Celebration 
0,Someone come be lazy and lay in bed with me 
0,
0,Movies later 
1,Can never watch horror movie trailers on tv 
0,For once my Sister listens too Me 
0,Theres my guitar
0,Been in bed ill all day feeling much better now though 
0,Let Me Put This Cake In Your Face 
0,
0,Bored someone text me 
0,He making me smile mad hard 
0,Home 
1,feel sick really really bad 
1,Almost fell asleep while driving 
0,Cant wait for tomorrow 
0,
0,Movies tomorrow with my girls 
0,Fuck fake bitches Get money
0,
1,
0,so my family are just sat here hating on me  
0,GOOD MORNING
0,Sometimes you just need to give up amp start treating people the way they treat you 
1,stand up to cancer 
0,So CALL ME MAYBE 
0,well this week seemed to fly by 
0,Had an ok day 
1,
1, today was so embarrassing 
0,Change 
0,Without music life would be a mistake 
1,
0,Prepare 
0,Tomorrow should be fun
0,say word my brothers like what does knock boots mean 
0,Just donated 
0,Never fail to make me smile
0,Waiting for the bell to ring came to pick up my niece amp nephew from school 
1,Sad 
0,Life is good 
0,Homecoming pictures tonight 
0,Reagan bakers the coolest guy EVER 
0,Morning 
0,What do you think of my new icon
0,nighty 
0,The kids were happy tonight thats all that matters  
0,Beats on music on time for bed 
0,At least Grangers playing fair and square 
0,There are no doubt a lot more embarrassing possibilities than that 
1,
0,morning 
0,So bored 
1,Feel so down  upset
0,work went so fast 
1,Cramp in both my knees what is life
1,Safe to say the depression of back to work has well and truly set in 
0,Love taking to people on twitter 
0,To hell 
0,FUCKING MENTAL NIGHT and the weekends only just began
0,had the whip earlier  felt good to be on the road 
1,So gloomy today 
0,Long awaited weekend is finally here 
0,With my baby tonight
0,Hard night to tighten a drum dampish but slowly got there 
0,Music shoot 
0,New clothes make one happy me 
1,
1,
0,You look so good it hurts sometimes
0,did note a history of asthma
 
 FOLLOW
0,Kraft Dinner 
0,Movie night with my love 
0,My Package Came Today  
0,He a joke 
0,Nap movies and party yup sums up my friday 
0,this is my lovely day 
0,Thank god its Friday
0,beers with the father 
0,Doing laundry for the first time 
1,Studying 
0,can someone bring me a caesar salad thanks 
0,Morning 
0,
0,extremely blessed  
1,Nothing worse than walking round with wet feet 
1,Someone make me better SO ILL
0,Let the Cold War begin 
0,In the car with my step mom  
0,Work hard play hard   wiz 
1,Just set myself up for a great bath and it was cold 
0,Let it by luck too 
0,Nothing better than rewrite in a poetic way what someone else has already said 
1,My head is pounding  why am ill on last weekend of the holidays 
0,Sleep 
1,My phones running out of battery 
0,ask for follow backs 
0,boa tarde 
1,Back at work 
0,monday work starts  no procrastination
1,Found out my sister went to see perks of being a wall flower without me 
0,
1,
1,Awe my header picture Miss those boys so much  they look so young
0,Two Words Adults Suck 
0,Tuesday  Day with that baby  
0,Culvers is the best love it 
0,  
0,New hope 
0,Come out 
0,Good weekend despite being really ill last night 
0,Golfing with the boyfriend 
0,Have a good night 
0,having me a movie marathon 
0,Mall  Then movies 
0,hey everybody how are you guys  xxx
1,Very tired need my bed 
0,My peoples 
0,Happy my momma got off early 
1,
0,good night 
0,Obviously not wanted lonely 
0,Good night everyone  Have a nice day tomorrow 
0,Dinner with the family tonight 
0,you just LOVE going to all my seconds huh  fucking dirty ass tramp
1,My dragon costume is shedding scales 
1,Feel so sick 
1,Hate being upset 
0,Not a thing will bring my mood down today 
0,
0,Gamecocks 
0,Still my sunshine 
1,My feet hurt 
0,Confused 
0,
0,Watch out watch out the dust bunny police are about Sorry dave 
0,Back to football after my ban tomorrow  looking forward to it
0,Feeling some type of way 
0,Goodnight 
0,VOTE like your life depends on it 
0,Cannot wait to get a decent nights sleep 
1,Absolutely bored Rubbish evening in 
0,You can grab my shit tho 
1,No fun 
0,hi 
0,
1,
1,
0,en la casa del placer 
0,Had the best surprise ever today welcome home daddy happy excited
0,Spaghetti amp meatballs for dinner  With a special sauce of my own 
0,May have to try this again  
1,Hope tomorrow he will text me 
0,WarHorse 
1,What a shit day 
0,Work  Clean  College Football  And Babe 
0,Today was such a lazy day
0,Baby you summer time fine 
0,We danced on into the night 
0,Math homework is best done while watching Peter Pan 
0,Wearing my favorite shirt 
0,Theres no safer place for keys than in a locked car 
1,Piers you moron 
0,Baby shower
0,Boo should take me on a date 
0,We got to turn up tonight 
0,Wade just got a touchdown  yeah bubby
0,starting a diet loads and loads of water for me 
0,best day ever 
0,carving a pumpkin 
0,After party 
1,
0,Inside on top of you  grinding inside and out of you 
0,Time to get back to my Harry Potter film marathon  woo
1,stupid tweet limit  
0,Shipping Send me numbers and pics 
0,Dale 
0,come on buddy
 
0,Love the lead up to Christmas 
0,
1,Sick of this life 
1,Working sucks 
0,Live life to the fullest because you never know when it can end take chances and have no regrets 
0,Movie time
0,Such a cute movie 
0,ah nice to be back to my default icon 
0,Hallo 
1,a sore throat and a cough is not good
0,That was actually such a lovely shift 
0,Was feeling some kind of way but hearing her voice always makes me feel better 
0,
1,My head hurts
0,Soccer game 
0,He Said He NEED Me  
1,
0,
0,
0,Film  popcorn 
0,Been Ready To Go All Day About Time They Pulled Up 
0,in Masquerade 
1,Ugh here we go again Sad sad sad day at work 
0,
0,Apt to myself game is on in chill mode 
1,Crying sometimes makes the pain go away  
0,Paradise Cup tonight Cant wait to see all the amazing competitors hit the stage Next competition will be my time to shine 
0,Bout to get Tatted up 
0,Happy to be back in Omaha 
0,At least my cat loves me 
1,
0,Nap nap time 
0,Say it to my face not through your status 
0,Hopefully starting work soon 
0,My face on nature is so sweet  
0,Good morning 
1,Home alone 
1,Please someone get me frozen yogurt   
1,Barley ate anything and my Tummy already hurts  boo
0,Wanting a tattoo 
0,YAY my senior pics came in 
0,Shes the best for bringing me all this 
0,just keep swimming just keep swimming 
0,Might do something tonight 
0,Good Morning 
0,This weather always has me in a Good mood 
1,Text matilda saying are you awake and she text back saying if this is charlie then no  oh
0,Baby ignorance is bliss 
0,happy saturday baby girls luna is doing great she says hello 
0, 
0,Good evening twits 
1,ion feel good 
1,Thats the saddest thing 
0,Might do a Live Stream tonight Maybe black ops 
1,Cant even fall asleep 
1,My patience is running out 
0,Guiding my old directors band 
0,Trick or Treating now at the campground Some great costumes 
1,
0,Night trail run tonight 
1,
0,another day of work 
0,Productive Saturdays make me happy  
0,
0,On the bright side no long elevator lines 
0,Sweetest day with my favorite boy 
0,Love me some surprise flowers 
0,Feel so much better 
0,Its cocktail hour 
0,Mangoes peaches and lime a sweet life 
0,bout to get my hair dun bout time 
1,
0,With the boys at the Science Center today 
0,Eating a delicious salad 
0,Great day 
1,The red at the top is really dark
0,The avengers 
0,Still cant believe last night was happening 
1,feet are still sore from practice 
0,OFF WORK DOE 
0,When you have the moment you have been waiting for
1,Triste 
0,
1,Feeling sick 
0,Love her 
0,Weekend off  lazy Saturday and in bed already 
1,Hate knowing want you want but its not working 
1,nobody wants to ask me something  
0,Impact Wrestling 
0,
1,Wasting this weekend  need to do something
0,Wow this cup of tea is amazing 
0,Halfway through making cinnamon buns Then tomorrow its pumpkin Pasties 
1,Going to bed all ill  goodnight
1,Homework time 
1,Ay que calor 
0,
1,Love going to bed early with a banging headache  no fun at all it hurts so much 
0,Freshly chopped toe nails 
0,Time is money 
1,harsh but true 
1,
0,Should be an interesting night
1,My fear of heights has got worse cant believe the London Eye made be feel queasy unstable and nervous 
0,Working on new songs all day today so we can record Friday 
0,No more ratchet nails finally
0,Movie night tonight 
1,Missing Jay 
0,Living the good life 
0,Who wants to play with me 
0,Good night everybody 
0,
0,Good day so far
0,Nighty everyone  xx
1,My fear of heights has got worse cant believe the London Eye made me feel queasy unstable and nervous 
1,Floating in the clouds 
0,Good morning  
0,recording time baby 
0,In a great mood
0,
0,
0,my evening was so cool had so much fun 
0,Coffee it is 
0,Cant wait till tomorrow 
0,
0,Putting me phone down now good night all 
0,Good morning 
0,Hope the weather is ok for tomorrow wedding 
0,My lord my God Allah 
0,Good morning 
0,its such a beautiful day 
0,Weekend 
0,Haunted house tonight 
0,
0,Turn around open your eyes look at me now 
0,twitter make over 
0,
0,So Proud Of Myself 
0,And so it has begun Robs in Sydney 
1,
0, Bipolar 
1,its so lonely in this room without Jason or Laura never slept in a caravan room alone
0,Done eating with honey bear Were stuffed He makes me feel better 
1,Its too cold Making me want to sleep 
0,Morning 
0,Going on a date with myself tonight Its becoming a ritual 
0,
0,yeah id love to see you here in rome 
0,Playing Country in Pandora 
1,
0,Time to make some origami 
0,Soft skin amp cuddling 
0,off to bed now good morning  
0,Am am analyzer 
0, 
0,Why
0,so excited for tomorrow 
0,Love a mix up from the van
1,
0,Always in the mood for Sinatra Love him
1,
0,Awe my sister just mad my day with that text 
1,wonder if they will ever find a cure for every cancer
0,Spaghetti Time 
1,Our neighbors in Toronto their dog died a few days back from Cancer 
0,Happy sweetest day to all you sweet women out their 
1, sigh 
0,Move on towards tomorrow 
0,
0,Watching Dream House
1,really wants my mum to get better right now 
0,the question of every love story its not about who gets the boy were not even trying but who gets the girl 
0,Hope your having fun with your slut
0,Another hour to go at work  happy
0,Done on the phone 
0,New BlackBerry finally 
0,By Christian  
0,Relaxing on the couch till later 
0,Good morning 
0,Haunted stuff in knox 
1,someone help me be a better person 
1,some has to see me tomorrow late afternoon please need to be cheered up
0,Just put new strings on my new guitar 
1,The Awkward moment when you are trying to look decent and your sprained ankle has render anything with a heel out of the question 
0,Your secrets are safe with me 
1,Id sell my soul to be a boy 
0,Yay happy birthday to me  Yesterday was enjoyable Met many people and partied all night with my friends stoked
1,No new episodes of Young Justice till January 
0,Its nearly christmas 
0,
0,Kissing on your neck 
0,Just thinking bout you 
0,Going out to eat then going to the movies 
0,Go to a party 
1,fucking freezing man
0,Good morning 
0,Goodbye twitter 
0,Today is a beautiful day 
1,
0,
1,The land is broken like my heart 
0,Partying it up tonight 
1,Why do people hate French Montana so much 
0,En casa 
0,Thank you very much Glasgow You were a hell of a lot of fun tonight  We will be back in Scotland in the new year for sure
1,
0,dollar menu gang 
0,Drake and josh is on
1,My tooth hurts 
0,Love winding people up
0,
1,My feet are cold 
0,Cant Wait To Put My Outfit On For Tonight 
0,Someone shout me out 
0,Chemist 
0,She a hood girl but she a good girl 
1,My little angels really ill
1,
0,someone should have a party 
0,They made an example out my black ass White america 
1,
0,good night 
0,Good night 
0,Someone take me on a date 
0,Aye 
0,
1,
0,its my turn 
0,Another cuppa coffee would be nice  xx
1,my cut is so deep 
0,No one ever concern on it but you 
0,Nobody knows what will happen in the future So enjoy life everyday 
0,Watching the orphan  someone come over
0,Enjoying my happiness level being very high just now 
0,morning 
0,Hey guys 
0,dream high lullaby 
0,Things keep getting better and better 
0,Follow me Follow back 
0,He said he wants better thats why he got the best 
0,Watching orphan 
1,my arms are hurting amp my thumb 
0,Mall 
0,Unless its during sex 
0,Finished Dying My Hair  
1,Its already monday 
1,Just dropped my phone on my nose On the verge of crying
0,Clothes shopping with mom New shoes pants compression pants and jacket 
1,Teach First questions are hard 
0,Jill Scott 
0,nice to see you have time to tweet but ignore my text 
0,
0,Editing my new video  hope you all like it
0,The other lady Agent at my Precinct brought us cupcakes 
0,You can always make me smile 
0,Back home 
0,At chayote cannon 
0,Thank you 
0,My pussy tastes like Pepsi cola 
1,My mum is so brown
0,Skate America Grand Prix 
0,Buenos dias 
0,She sings a simple song sounds a lot like this 
1,My moms in PA right now and shes not even visiting me 
0,sharing is caring 
0,This Wine is going down a bit to well oops 
0,Bout to go for a walk 
0,Going shopping Tuesday 
1,Why cant it be Saturday already
0,Happy Sunday 
0,Got more to say text me 
1,
0,Aw so cute 
